,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
883,-2,44100,STARFRUIT,4990,24,,,,,4997,24,,,,,4993.5,0.0
884,-2,44200,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
885,-2,44200,STARFRUIT,4991,21,,,,,4998,21,,,,,4994.5,0.0
886,-2,44300,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
887,-2,44300,STARFRUIT,4991,27,,,,,4998,27,,,,,4994.5,0.0
888,-2,44400,STARFRUIT,4991,28,,,,,4998,28,,,,,4994.5,0.0
889,-2,44400,AMETHYSTS,9998,7,9995.0,28.0,,,10005,28,,,,,10001.5,0.0
890,-2,44500,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
891,-2,44500,STARFRUIT,4995,1,4991.0,2.0,4990.0,21.0,4997,21,,,,,4996.0,0.0
892,-2,44600,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0
893,-2,44600,STARFRUIT,4990,1,4989.0,23.0,,,4996,24,,,,,4993.0,0.0
894,-2,44700,AMETHYSTS,9995,29,,,,,10002,10,10005.0,29.0,,,9998.5,0.0
895,-2,44700,STARFRUIT,4989,29,,,,,4996,29,,,,,4992.5,0.0
896,-2,44800,STARFRUIT,4989,29,,,,,4996,29,,,,,4992.5,0.0
897,-2,44800,AMETHYSTS,9995,29,,,,,9998,1,10002.0,10.0,10005.0,29.0,9996.5,0.0
898,-2,44900,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0
899,-2,44900,STARFRUIT,4989,2,4988.0,25.0,,,4995,26,,,,,4992.0,0.0
900,-2,45000,AMETHYSTS,10002,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10003.0,0.0
901,-2,45000,STARFRUIT,4988,26,,,,,4995,26,,,,,4991.5,0.0
902,-2,45100,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0
903,-2,45100,STARFRUIT,4988,27,,,,,4993,5,4995.0,27.0,,,4990.5,0.0
904,-2,45200,STARFRUIT,4989,1,4988.0,28.0,,,4993,6,4995.0,29.0,,,4991.0,0.0
905,-2,45200,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0
906,-2,45300,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
907,-2,45300,STARFRUIT,4989,4,4988.0,22.0,,,4995,22,,,,,4992.0,0.0
908,-2,45400,AMETHYSTS,9996,2,9995.0,21.0,,,9998,1,10004.0,2.0,10005.0,21.0,9997.0,0.0
909,-2,45400,STARFRUIT,4988,22,,,,,4993,2,4994.0,2.0,4995.0,21.0,4990.5,0.0
910,-2,45500,STARFRUIT,4987,25,,,,,4990,3,4994.0,25.0,,,4988.5,0.0
911,-2,45500,AMETHYSTS,9996,1,9995.0,24.0,,,10000,3,10004.0,1.0,10005.0,24.0,9998.0,0.0
912,-2,45600,STARFRUIT,4988,7,4987.0,26.0,,,4994,26,,,,,4991.0,0.0
913,-2,45600,AMETHYSTS,9995,26,,,,,10002,5,10005.0,26.0,,,9998.5,0.0
914,-2,45700,STARFRUIT,4986,24,,,,,4993,24,,,,,4989.5,0.0
915,-2,45700,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
916,-2,45800,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0
917,-2,45800,STARFRUIT,4986,27,,,,,4992,1,4993.0,27.0,,,4989.0,0.0
918,-2,45900,STARFRUIT,4987,4,4986.0,31.0,,,4993,31,,,,,4990.0,0.0
919,-2,45900,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
920,-2,46000,STARFRUIT,4986,26,,,,,4993,26,,,,,4989.5,0.0
921,-2,46000,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0
922,-2,46100,STARFRUIT,4986,25,,,,,4992,2,4993.0,23.0,,,4989.0,0.0
923,-2,46100,AMETHYSTS,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,0.0
924,-2,46200,AMETHYSTS,9998,2,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0
925,-2,46200,STARFRUIT,4986,28,,,,,4993,28,,,,,4989.5,0.0
926,-2,46300,STARFRUIT,4986,29,,,,,4993,29,,,,,4989.5,0.0
927,-2,46300,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
928,-2,46400,STARFRUIT,4986,22,,,,,4993,22,,,,,4989.5,0.0
929,-2,46400,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
930,-2,46500,STARFRUIT,4989,6,4986.0,31.0,,,4993,31,,,,,4991.0,0.0
931,-2,46500,AMETHYSTS,10000,6,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10002.0,0.0
932,-2,46600,AMETHYSTS,9998,10,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0
933,-2,46600,STARFRUIT,4987,3,4986.0,28.0,,,4993,28,,,,,4990.0,0.0
934,-2,46700,STARFRUIT,4986,26,,,,,4993,26,,,,,4989.5,0.0
935,-2,46700,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
936,-2,46800,STARFRUIT,4987,1,4986.0,21.0,,,4993,22,,,,,4990.0,0.0
937,-2,46800,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0
938,-2,46900,STARFRUIT,4992,1,4986.0,32.0,,,4993,32,,,,,4992.5,0.0
939,-2,46900,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
940,-2,47000,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
941,-2,47000,STARFRUIT,4986,21,,,,,4992,1,4993.0,20.0,,,4989.0,0.0
942,-2,47100,STARFRUIT,4986,26,,,,,4988,4,4993.0,26.0,,,4987.0,0.0
943,-2,47100,AMETHYSTS,9996,2,9995.0,24.0,,,9998,1,10004.0,2.0,10005.0,24.0,9997.0,0.0
944,-2,47200,STARFRUIT,4987,2,4986.0,28.0,,,4993,30,,,,,4990.0,0.0
945,-2,47200,AMETHYSTS,10002,1,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10003.0,0.0
946,-2,47300,STARFRUIT,4987,25,,,,,4992,1,4994.0,25.0,,,4989.5,0.0
947,-2,47300,AMETHYSTS,10002,1,9998.0,3.0,9995.0,25.0,10005,25,,,,,10003.5,0.0
948,-2,47400,AMETHYSTS,9995,24,,,,,10002,9,10005.0,24.0,,,9998.5,0.0
949,-2,47400,STARFRUIT,4988,1,4987.0,24.0,,,4994,24,,,,,4991.0,0.0
950,-2,47500,STARFRUIT,4988,30,,,,,4993,6,4995.0,30.0,,,4990.5,0.0
951,-2,47500,AMETHYSTS,9995,30,,,,,10002,1,10005.0,30.0,,,9998.5,0.0
952,-2,47600,STARFRUIT,4988,1,4987.0,27.0,,,4994,28,,,,,4991.0,0.0
953,-2,47600,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0
954,-2,47700,STARFRUIT,4988,1,4987.0,22.0,,,4994,23,,,,,4991.0,0.0
955,-2,47700,AMETHYSTS,9996,1,9995.0,22.0,,,10002,8,10004.0,1.0,10005.0,22.0,9999.0,0.0
956,-2,47800,AMETHYSTS,9996,1,9995.0,22.0,,,10002,8,10004.0,1.0,10005.0,22.0,9999.0,0.0
957,-2,47800,STARFRUIT,4988,23,,,,,4995,23,,,,,4991.5,0.0
958,-2,47900,STARFRUIT,4987,27,,,,,4994,27,,,,,4990.5,0.0
959,-2,47900,AMETHYSTS,10002,1,9995.0,27.0,,,10005,27,,,,,10003.5,0.0
960,-2,48000,STARFRUIT,4987,27,,,,,4994,27,,,,,4990.5,0.0
961,-2,48000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
962,-2,48100,STARFRUIT,4989,1,4988.0,21.0,,,4994,21,,,,,4991.5,0.0
963,-2,48100,AMETHYSTS,9995,21,,,,,10002,9,10005.0,21.0,,,9998.5,0.0
964,-2,48200,AMETHYSTS,9998,5,9995.0,25.0,,,10005,25,,,,,10001.5,0.0
965,-2,48200,STARFRUIT,4988,25,,,,,4995,25,,,,,4991.5,0.0
966,-2,48300,STARFRUIT,4988,29,,,,,4991,5,4995.0,29.0,,,4989.5,0.0
967,-2,48300,AMETHYSTS,9996,1,9995.0,28.0,,,9998,1,10000.0,5.0,10004.0,1.0,9997.0,0.0
968,-2,48400,STARFRUIT,4989,1,4988.0,27.0,,,4995,27,,,,,4992.0,0.0
969,-2,48400,AMETHYSTS,9995,27,,,,,10002,7,10005.0,27.0,,,9998.5,0.0
970,-2,48500,STARFRUIT,4990,1,4989.0,29.0,,,4996,29,,,,,4993.0,0.0
971,-2,48500,AMETHYSTS,9995,29,,,,,9998,1,10005.0,29.0,,,9996.5,0.0
972,-2,48600,AMETHYSTS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,0.0
973,-2,48600,STARFRUIT,4990,1,4989.0,29.0,,,4995,1,4996.0,28.0,,,4992.5,0.0
974,-2,48700,STARFRUIT,4989,1,4988.0,22.0,,,4995,23,,,,,4992.0,0.0
975,-2,48700,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
976,-2,48800,STARFRUIT,4989,5,4988.0,24.0,,,4995,24,,,,,4992.0,0.0
977,-2,48800,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0
978,-2,48900,STARFRUIT,4989,7,4988.0,27.0,,,4995,27,,,,,4992.0,0.0
979,-2,48900,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
980,-2,49000,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
981,-2,49000,STARFRUIT,4989,7,4988.0,32.0,,,4994,2,4995.0,30.0,,,4991.5,0.0
982,-2,49100,STARFRUIT,4989,8,4988.0,32.0,,,4995,32,,,,,4992.0,0.0
983,-2,49100,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
984,-2,49200,STARFRUIT,4988,21,,,,,4994,1,4995.0,20.0,,,4991.0,0.0
985,-2,49200,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
986,-2,49300,STARFRUIT,4987,22,,,,,4988,1,4994.0,22.0,,,4987.5,0.0
987,-2,49300,AMETHYSTS,9998,9,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,0.0
988,-2,49400,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
989,-2,49400,STARFRUIT,4992,14,4987.0,20.0,,,4994,20,,,,,4993.0,0.0
990,-2,49500,STARFRUIT,4988,8,4987.0,32.0,,,4994,32,,,,,4991.0,0.0
991,-2,49500,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
992,-2,49600,STARFRUIT,4992,1,4987.0,24.0,,,4994,24,,,,,4993.0,0.0
993,-2,49600,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
994,-2,49700,STARFRUIT,4987,28,,,,,4993,2,4994.0,26.0,,,4990.0,0.0
995,-2,49700,AMETHYSTS,9998,7,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10001.0,0.0
996,-2,49800,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
997,-2,49800,STARFRUIT,4987,25,,,,,4988,5,4994.0,25.0,,,4987.5,0.0
998,-2,49900,STARFRUIT,4986,23,,,,,4993,23,,,,,4989.5,0.0
999,-2,49900,AMETHYSTS,9998,3,9995.0,23.0,,,10005,23,,,,,10001.5,0.0
1000,-2,50000,STARFRUIT,4986,1,4985.0,20.0,,,4992,21,,,,,4989.0,0.0
1001,-2,50000,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
1002,-2,50100,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
1003,-2,50100,STARFRUIT,4986,24,,,,,4991,2,4993.0,24.0,,,4988.5,0.0
1004,-2,50200,STARFRUIT,4985,24,,,,,4992,24,,,,,4988.5,0.0
1005,-2,50200,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
1006,-2,50300,STARFRUIT,4985,30,,,,,4992,30,,,,,4988.5,0.0
1007,-2,50300,AMETHYSTS,9995,30,,,,,10002,10,10005.0,30.0,,,9998.5,0.0
1008,-2,50400,STARFRUIT,4985,23,,,,,4988,2,4990.0,1.0,4992.0,23.0,4986.5,0.0
1009,-2,50400,AMETHYSTS,9998,4,9996.0,1.0,9995.0,22.0,10000,2,10004.0,1.0,10005.0,22.0,9999.0,0.0
1010,-2,50500,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
1011,-2,50500,STARFRUIT,4986,2,4985.0,23.0,,,4992,25,,,,,4989.0,0.0
1012,-2,50600,STARFRUIT,4985,23,,,,,4986,8,4992.0,23.0,,,4985.5,0.0
1013,-2,50600,AMETHYSTS,10002,1,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10003.0,0.0
1014,-2,50700,STARFRUIT,4986,2,4985.0,22.0,,,4992,24,,,,,4989.0,0.0
1015,-2,50700,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0
1016,-2,50800,STARFRUIT,4991,1,4986.0,24.0,,,4993,24,,,,,4992.0,0.0
1017,-2,50800,AMETHYSTS,10002,5,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10003.0,0.0
1018,-2,50900,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0
1019,-2,50900,STARFRUIT,4986,28,,,,,4991,4,4992.0,1.0,4993.0,27.0,4988.5,0.0
1020,-2,51000,STARFRUIT,4986,28,,,,,4993,28,,,,,4989.5,0.0
1021,-2,51000,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0
1022,-2,51100,STARFRUIT,4986,26,,,,,4992,1,4993.0,25.0,,,4989.0,0.0
1023,-2,51100,AMETHYSTS,9998,6,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,0.0
1024,-2,51200,STARFRUIT,4986,2,4985.0,28.0,,,4992,30,,,,,4989.0,0.0
1025,-2,51200,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0
1026,-2,51300,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0
1027,-2,51300,STARFRUIT,4985,25,,,,,4992,25,,,,,4988.5,0.0
1028,-2,51400,STARFRUIT,4985,30,,,,,4992,30,,,,,4988.5,0.0
1029,-2,51400,AMETHYSTS,9995,30,,,,,10002,3,10005.0,30.0,,,9998.5,0.0
1030,-2,51500,STARFRUIT,4991,1,4985.0,30.0,,,4992,30,,,,,4991.5,0.0
1031,-2,51500,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
1032,-2,51600,STARFRUIT,4988,5,4985.0,24.0,,,4992,24,,,,,4990.0,0.0
1033,-2,51600,AMETHYSTS,10000,5,9996.0,2.0,9995.0,22.0,10002,1,10004.0,2.0,10005.0,22.0,10001.0,0.0
1034,-2,51700,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
1035,-2,51700,STARFRUIT,4984,20,,,,,4986,4,4991.0,20.0,,,4985.0,0.0
1036,-2,51800,STARFRUIT,4985,25,,,,,4992,25,,,,,4988.5,0.0
1037,-2,51800,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0
1038,-2,51900,STARFRUIT,4990,4,4986.0,1.0,4985.0,23.0,4992,24,,,,,4991.0,0.0
1039,-2,51900,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0
1040,-2,52000,STARFRUIT,4985,29,,,,,4990,6,4992.0,29.0,,,4987.5,0.0
1041,-2,52000,AMETHYSTS,9998,3,9995.0,29.0,,,10005,29,,,,,10001.5,0.0
1042,-2,52100,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
1043,-2,52100,STARFRUIT,4985,21,,,,,4992,21,,,,,4988.5,0.0
1044,-2,52200,STARFRUIT,4985,31,,,,,4991,2,4992.0,29.0,,,4988.0,0.0
1045,-2,52200,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0
1046,-2,52300,AMETHYSTS,10002,1,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10003.0,0.0
1047,-2,52300,STARFRUIT,4990,1,4985.0,28.0,,,4991,1,4992.0,27.0,,,4990.5,0.0
1048,-2,52400,AMETHYSTS,9998,3,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10001.0,0.0
1049,-2,52400,STARFRUIT,4985,30,,,,,4991,1,4992.0,29.0,,,4988.0,0.0
1050,-2,52500,AMETHYSTS,9996,1,9995.0,27.0,,,9998,1,10004.0,1.0,10005.0,27.0,9997.0,0.0
1051,-2,52500,STARFRUIT,4990,1,4984.0,28.0,,,4991,28,,,,,4990.5,0.0
1052,-2,52600,STARFRUIT,4985,23,,,,,4988,4,4991.0,1.0,4992.0,22.0,4986.5,0.0
1053,-2,52600,AMETHYSTS,9998,1,9996.0,1.0,9995.0,22.0,10000,4,10004.0,1.0,10005.0,22.0,9999.0,0.0
1054,-2,52700,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
1055,-2,52700,STARFRUIT,4985,26,,,,,4992,27,,,,,4988.5,0.0
1056,-2,52800,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
1057,-2,52800,STARFRUIT,4985,26,,,,,4992,26,,,,,4988.5,0.0
1058,-2,52900,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
1059,-2,52900,STARFRUIT,4984,30,,,,,4991,30,,,,,4987.5,0.0
1060,-2,53000,STARFRUIT,4984,21,,,,,4991,21,,,,,4987.5,0.0
1061,-2,53000,AMETHYSTS,10002,1,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10003.0,0.0
1062,-2,53100,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0
1063,-2,53100,STARFRUIT,4984,24,,,,,4991,24,,,,,4987.5,0.0
1064,-2,53200,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
1065,-2,53200,STARFRUIT,4990,1,4984.0,31.0,,,4991,31,,,,,4990.5,0.0
1066,-2,53300,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
1067,-2,53300,STARFRUIT,4984,29,,,,,4991,29,,,,,4987.5,0.0
1068,-2,53400,STARFRUIT,4984,25,,,,,4991,25,,,,,4987.5,0.0
1069,-2,53400,AMETHYSTS,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,0.0
1070,-2,53500,AMETHYSTS,9996,2,9995.0,21.0,,,10002,1,10004.0,2.0,10005.0,21.0,9999.0,0.0
1071,-2,53500,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,0.0
1072,-2,53600,AMETHYSTS,9995,24,,,,,9998,9,10005.0,24.0,,,9996.5,0.0
1073,-2,53600,STARFRUIT,4985,24,,,,,4992,24,,,,,4988.5,0.0
1074,-2,53700,AMETHYSTS,9998,1,9995.0,30.0,,,10005,30,,,,,10001.5,0.0
1075,-2,53700,STARFRUIT,4985,30,,,,,4992,30,,,,,4988.5,0.0
1076,-2,53800,STARFRUIT,4985,30,,,,,4992,30,,,,,4988.5,0.0
1077,-2,53800,AMETHYSTS,10002,3,9995.0,30.0,,,10005,30,,,,,10003.5,0.0
1078,-2,53900,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
1079,-2,53900,STARFRUIT,4986,2,4985.0,25.0,,,4992,27,,,,,4989.0,0.0
1080,-2,54000,AMETHYSTS,9998,6,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0,0.0
1081,-2,54000,STARFRUIT,4986,31,,,,,4991,1,4992.0,1.0,4993.0,30.0,4988.5,0.0
1082,-2,54100,AMETHYSTS,9998,2,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,0.0
1083,-2,54100,STARFRUIT,4986,24,,,,,4991,2,4993.0,24.0,,,4988.5,0.0
1084,-2,54200,STARFRUIT,4986,28,,,,,4993,28,,,,,4989.5,0.0
1085,-2,54200,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
1086,-2,54300,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
1087,-2,54300,STARFRUIT,4991,1,4986.0,25.0,,,4992,2,4993.0,23.0,,,4991.5,0.0
1088,-2,54400,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
1089,-2,54400,STARFRUIT,4986,29,,,,,4993,29,,,,,4989.5,0.0
1090,-2,54500,STARFRUIT,4986,1,4985.0,20.0,,,4992,21,,,,,4989.0,0.0
1091,-2,54500,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
1092,-2,54600,STARFRUIT,4985,27,,,,,4992,27,,,,,4988.5,0.0
1093,-2,54600,AMETHYSTS,10002,3,9995.0,27.0,,,10005,27,,,,,10003.5,0.0
1094,-2,54700,STARFRUIT,4984,29,,,,,4986,4,4991.0,29.0,,,4985.0,0.0
1095,-2,54700,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
1096,-2,54800,AMETHYSTS,9998,8,9995.0,27.0,,,10005,27,,,,,10001.5,0.0
1097,-2,54800,STARFRUIT,4984,27,,,,,4989,1,4991.0,27.0,,,4986.5,0.0
1098,-2,54900,STARFRUIT,4984,29,,,,,4991,29,,,,,4987.5,0.0
1099,-2,54900,AMETHYSTS,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0,0.0
1100,-2,55000,STARFRUIT,4985,6,4984.0,30.0,,,4990,2,4991.0,28.0,,,4987.5,0.0
1101,-2,55000,AMETHYSTS,9996,2,9995.0,28.0,,,10002,8,10004.0,2.0,10005.0,28.0,9999.0,0.0
1102,-2,55100,STARFRUIT,4985,8,4984.0,29.0,,,4991,29,,,,,4988.0,0.0
1103,-2,55100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0
1104,-2,55200,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
1105,-2,55200,STARFRUIT,4984,23,,,,,4985,5,4989.0,8.0,4990.0,2.0,4984.5,0.0
1106,-2,55300,STARFRUIT,4985,2,4984.0,27.0,,,4991,29,,,,,4988.0,0.0
1107,-2,55300,AMETHYSTS,9996,2,9995.0,27.0,,,9998,1,10002.0,2.0,10004.0,2.0,9997.0,0.0
1108,-2,55400,STARFRUIT,4986,2,4985.0,22.0,,,4991,1,4992.0,21.0,,,4988.5,0.0
1109,-2,55400,AMETHYSTS,9998,3,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,0.0
1110,-2,55500,STARFRUIT,4990,1,4985.0,4.0,4984.0,25.0,4991,25,,,,,4990.5,0.0
1111,-2,55500,AMETHYSTS,9995,25,,,,,10002,9,10005.0,25.0,,,9998.5,0.0
1112,-2,55600,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
1113,-2,55600,STARFRUIT,4985,3,4984.0,26.0,,,4991,26,,,,,4988.0,0.0
1114,-2,55700,STARFRUIT,4985,2,4984.0,23.0,,,4991,23,,,,,4988.0,0.0
1115,-2,55700,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
1116,-2,55800,STARFRUIT,4984,27,,,,,4991,27,,,,,4987.5,0.0
1117,-2,55800,AMETHYSTS,9998,6,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0,0.0
1118,-2,55900,STARFRUIT,4984,22,,,,,4991,22,,,,,4987.5,0.0
1119,-2,55900,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
1120,-2,56000,AMETHYSTS,9996,2,9995.0,22.0,,,10002,10,10004.0,2.0,10005.0,22.0,9999.0,0.0
1121,-2,56000,STARFRUIT,4984,2,4983.0,22.0,,,4985,3,4990.0,24.0,,,4984.5,0.0
1122,-2,56100,STARFRUIT,4983,22,,,,,4990,22,,,,,4986.5,0.0
1123,-2,56100,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
1124,-2,56200,STARFRUIT,4987,2,4983.0,30.0,,,4990,30,,,,,4988.5,0.0
1125,-2,56200,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0
1126,-2,56300,STARFRUIT,4983,8,4982.0,25.0,,,4989,27,,,,,4986.0,0.0
1127,-2,56300,AMETHYSTS,10002,1,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10003.0,0.0
1128,-2,56400,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
1129,-2,56400,STARFRUIT,4982,31,,,,,4989,31,,,,,4985.5,0.0
1130,-2,56500,STARFRUIT,4982,29,,,,,4989,29,,,,,4985.5,0.0
1131,-2,56500,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
1132,-2,56600,STARFRUIT,4983,2,4982.0,29.0,,,4989,31,,,,,4986.0,0.0
1133,-2,56600,AMETHYSTS,9996,2,9995.0,29.0,,,10002,4,10004.0,2.0,10005.0,29.0,9999.0,0.0
1134,-2,56700,STARFRUIT,4987,6,4983.0,2.0,4982.0,24.0,4989,26,,,,,4988.0,0.0
1135,-2,56700,AMETHYSTS,9998,3,9996.0,2.0,9995.0,24.0,10000,2,10004.0,2.0,10005.0,24.0,9999.0,0.0
1136,-2,56800,AMETHYSTS,10002,1,9998.0,10.0,9996.0,2.0,10004,2,10005.0,22.0,,,10003.0,0.0
1137,-2,56800,STARFRUIT,4982,24,,,,,4989,24,,,,,4985.5,0.0
1138,-2,56900,STARFRUIT,4983,4,4982.0,20.0,,,4989,22,,,,,4986.0,0.0
1139,-2,56900,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
1140,-2,57000,STARFRUIT,4983,28,,,,,4988,8,4989.0,1.0,4990.0,27.0,4985.5,0.0
1141,-2,57000,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0
1142,-2,57100,STARFRUIT,4984,2,4983.0,25.0,,,4990,27,,,,,4987.0,0.0
1143,-2,57100,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
